protein_per_100g,sugar_per_100g,fat_per_100g,fiber_per_100g,calories_per_100g,sodium_per_100g,has_artificial_sweetener,has_preservatives,has_trans_fat,ingredient_risk_count,category,health_score,risk_labels
7.1,4.1,14.6,3.3,406.2,882.9,1,0,0,1,INSTANT_NOODLES_RTE,63,"ARTIFICIAL_SWEETENER,HIGH_SODIUM"
0.4,9.9,0.5,0.3,39.2,122.7,0,0,0,0,BEVERAGES,43,LOW_FIBER
2.4,19.8,16.3,0.7,268.3,874.6,1,1,0,1,SAUCES_SPREADS,25,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
13.3,11.9,17.5,7.4,386.7,361.1,0,0,0,3,PROTEIN_BAR,49,MANY_RISKY_INGREDIENTS
0.5,0.7,0.0,0.0,19.6,108.6,0,0,0,1,ENERGY_DRINKS,73,LOW_FIBER
0.2,1.9,0.0,0.0,16.7,135.0,0,0,0,1,ENERGY_DRINKS,73,LOW_FIBER
32.4,6.0,11.8,7.5,338.9,250.4,0,0,0,1,PROTEIN_BAR,84,NONE
0.1,13.8,0.0,0.0,50.5,299.7,1,1,0,2,ENERGY_DRINKS,16,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
0.1,12.9,0.2,0.0,47.4,236.3,1,1,0,4,BEVERAGES,17,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
3.3,9.2,31.9,0.3,527.1,812.1,0,1,0,4,SNACKS,25,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
8.6,39.8,20.9,2.6,483.6,591.9,1,0,0,3,PROTEIN_BAR,1,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
4.1,56.8,38.4,0.6,554.5,68.5,1,1,0,3,CHOCOLATES_CONFECTIONERY,6,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
13.2,12.2,11.6,5.1,376.9,421.5,1,1,0,2,PROTEIN_BAR,39,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
0.1,32.3,20.4,0.3,336.0,1093.9,1,1,0,4,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.1,9.7,23.2,1.6,506.0,734.3,1,0,0,4,SNACKS,22,"HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
9.1,2.2,6.0,5.9,230.9,363.1,0,0,0,1,FROZEN_FOODS,84,NONE
7.5,20.4,22.4,4.4,443.5,38.3,0,0,0,0,CHOCOLATES_CONFECTIONERY,66,"HIGH_SUGAR,HIGH_FAT"
19.4,13.1,15.9,7.5,414.5,360.5,1,0,1,1,PROTEIN_BAR,35,"TRANS_FAT,ARTIFICIAL_SWEETENER"
5.6,6.0,14.5,2.0,236.4,783.1,1,1,0,3,FROZEN_FOODS,43,"ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
0.1,1.0,0.0,0.0,7.1,199.7,0,0,0,0,ENERGY_DRINKS,75,LOW_FIBER
5.3,34.5,30.7,1.3,519.2,83.2,0,1,0,1,CHOCOLATES_CONFECTIONERY,45,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
4.0,28.6,26.3,0.8,545.7,482.2,0,1,1,2,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
18.8,23.5,16.0,2.2,427.7,566.3,1,1,0,2,HEALTH_SUPPLEMENTS,18,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,PRESERVATIVES"
0.5,7.6,0.0,0.0,38.7,268.3,0,0,0,2,ENERGY_DRINKS,48,LOW_FIBER
0.6,7.4,0.0,0.0,38.7,139.6,1,1,0,2,ENERGY_DRINKS,40,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
9.0,7.8,9.1,7.3,389.9,384.2,0,0,0,1,BISCUITS_COOKIES,76,NONE
46.4,6.8,9.7,4.8,403.9,381.2,1,0,0,2,HEALTH_SUPPLEMENTS,69,ARTIFICIAL_SWEETENER
10.0,5.3,11.8,7.5,421.9,292.7,0,0,0,1,SNACKS,80,NONE
11.8,7.2,3.6,12.5,356.9,329.1,0,0,0,0,BREAKFAST_CEREAL,86,NONE
83.0,3.4,6.8,4.3,337.7,273.8,0,0,0,0,HEALTH_SUPPLEMENTS,93,NONE
19.5,21.0,10.1,0.6,455.1,319.8,1,1,0,3,HEALTH_SUPPLEMENTS,21,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.3,10.3,0.0,0.0,63.6,234.5,0,1,0,4,ENERGY_DRINKS,20,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
5.1,13.5,5.6,5.4,374.0,407.6,0,1,0,0,BREAKFAST_CEREAL,59,PRESERVATIVES
0.1,13.1,0.0,0.0,45.7,386.4,1,0,0,3,ENERGY_DRINKS,24,"ARTIFICIAL_SWEETENER,LOW_FIBER,MANY_RISKY_INGREDIENTS"
7.7,3.9,14.3,1.4,387.1,730.0,1,0,0,2,INSTANT_NOODLES_RTE,52,"ARTIFICIAL_SWEETENER,LOW_FIBER"
3.3,11.9,7.4,0.1,146.2,388.9,1,1,0,1,DAIRY_PRODUCTS,46,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
21.0,14.1,16.5,0.7,442.1,338.4,1,1,0,3,HEALTH_SUPPLEMENTS,33,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
7.3,14.6,11.5,6.5,404.6,232.9,0,0,0,2,BREAKFAST_CEREAL,60,NONE
4.8,4.6,19.1,3.9,452.4,627.9,1,1,1,2,SNACKS,27,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
5.6,12.0,7.0,0.3,146.0,347.5,0,0,0,1,DAIRY_PRODUCTS,63,LOW_FIBER
12.1,1.7,5.2,3.2,329.9,415.5,0,0,0,1,INSTANT_NOODLES_RTE,91,NONE
19.4,12.9,13.4,5.0,380.2,490.4,1,0,0,3,PROTEIN_BAR,47,"ARTIFICIAL_SWEETENER,MANY_RISKY_INGREDIENTS"
11.3,10.3,4.3,14.1,361.6,187.5,0,1,0,0,BREAKFAST_CEREAL,80,PRESERVATIVES
2.9,14.5,31.3,0.7,523.2,961.8,0,0,0,5,SNACKS,22,"HIGH_FAT,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.0,8.4,0.0,0.0,35.6,202.2,0,1,0,1,ENERGY_DRINKS,31,"PRESERVATIVES,LOW_FIBER"
7.7,17.4,17.5,3.5,469.1,93.9,0,0,0,1,CHOCOLATES_CONFECTIONERY,70,HIGH_CALORIE
0.6,7.6,0.0,0.0,35.9,138.4,0,0,0,1,ENERGY_DRINKS,55,LOW_FIBER
0.1,10.4,0.0,0.0,67.7,307.1,1,0,0,2,ENERGY_DRINKS,21,"ARTIFICIAL_SWEETENER,LOW_FIBER"
6.3,3.8,4.3,1.3,70.3,244.3,0,0,0,0,DAIRY_PRODUCTS,82,LOW_FIBER
1.2,2.9,4.1,1.7,183.9,256.1,0,0,0,0,SAUCES_SPREADS,81,LOW_FIBER
3.5,6.2,17.0,2.7,466.3,454.3,1,1,0,3,SNACKS,32,"ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.8,0.8,0.0,0.0,17.0,90.7,0,0,0,1,ENERGY_DRINKS,73,LOW_FIBER
3.8,22.6,19.5,3.8,469.1,295.2,1,1,0,2,BISCUITS_COOKIES,12,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
5.3,7.5,16.4,1.5,477.0,508.5,0,0,0,3,SNACKS,44,"LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
41.3,8.4,7.8,3.6,374.9,489.1,1,1,0,2,HEALTH_SUPPLEMENTS,64,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
73.4,4.0,6.2,7.3,357.3,299.6,0,0,0,0,HEALTH_SUPPLEMENTS,92,NONE
15.9,16.9,16.8,4.2,398.4,219.6,1,0,0,3,PROTEIN_BAR,35,"ARTIFICIAL_SWEETENER,MANY_RISKY_INGREDIENTS"
4.9,7.6,14.6,2.8,495.9,662.6,0,1,0,3,SNACKS,42,"PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
67.2,4.0,2.2,4.3,332.6,197.0,0,0,0,0,HEALTH_SUPPLEMENTS,100,NONE
5.5,37.6,17.3,3.2,464.4,367.5,1,1,0,2,PROTEIN_BAR,7,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
4.1,55.5,38.3,0.1,536.1,120.4,0,1,0,4,CHOCOLATES_CONFECTIONERY,12,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
10.0,5.3,10.4,5.8,393.7,355.5,0,0,0,1,SNACKS,71,NONE
0.9,6.9,0.8,0.3,43.5,109.8,0,1,0,0,BEVERAGES,52,"PRESERVATIVES,LOW_FIBER"
5.1,37.0,19.5,1.0,440.2,374.7,1,1,0,4,PROTEIN_BAR,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
6.7,5.7,13.3,3.1,419.5,976.7,1,1,1,1,INSTANT_NOODLES_RTE,36,"TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_SODIUM"
31.0,7.6,9.4,3.1,372.4,243.3,1,0,0,2,HEALTH_SUPPLEMENTS,69,ARTIFICIAL_SWEETENER
1.1,30.3,25.5,0.1,381.4,937.0,1,1,1,3,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
67.8,4.0,5.3,7.3,324.6,238.4,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
3.2,19.0,15.9,2.0,469.6,406.6,0,0,0,3,BISCUITS_COOKIES,29,"HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
12.6,4.7,7.3,3.2,238.0,266.7,0,1,0,1,FROZEN_FOODS,83,PRESERVATIVES
17.4,17.6,17.2,5.4,398.7,374.1,1,1,0,1,PROTEIN_BAR,34,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
0.5,10.1,0.1,0.0,52.3,164.6,0,1,0,3,BEVERAGES,27,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
5.9,5.7,16.2,3.3,396.4,972.8,1,1,1,3,INSTANT_NOODLES_RTE,27,"TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
9.5,19.9,8.9,4.5,396.1,358.0,0,1,0,2,BREAKFAST_CEREAL,52,PRESERVATIVES
5.4,3.5,12.6,1.6,370.5,754.4,0,1,1,3,INSTANT_NOODLES_RTE,38,"TRANS_FAT,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
4.1,6.8,22.3,0.9,443.6,1242.8,1,1,1,5,INSTANT_NOODLES_RTE,0,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
11.5,3.7,6.8,5.6,318.5,511.7,0,1,0,1,INSTANT_NOODLES_RTE,82,PRESERVATIVES
7.5,4.9,1.1,1.4,76.4,107.7,0,0,0,0,DAIRY_PRODUCTS,87,LOW_FIBER
8.0,8.7,19.7,1.2,494.3,647.5,0,0,0,2,SNACKS,47,"HIGH_FAT,LOW_FIBER,HIGH_CALORIE"
1.3,2.7,0.0,0.3,23.0,32.0,0,0,0,0,BEVERAGES,63,LOW_FIBER
0.6,7.1,0.0,0.0,32.5,109.7,1,1,0,1,ENERGY_DRINKS,42,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
3.7,3.1,23.7,1.0,451.5,1081.5,0,1,1,3,INSTANT_NOODLES_RTE,9,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
14.2,38.0,20.3,1.9,479.8,385.5,0,0,0,2,PROTEIN_BAR,11,"HIGH_SUGAR,HIGH_FAT,LOW_FIBER,HIGH_CALORIE"
0.5,2.6,0.0,0.0,13.6,181.8,0,0,0,0,ENERGY_DRINKS,68,LOW_FIBER
2.4,32.2,8.3,3.0,412.6,673.3,0,1,1,4,BREAKFAST_CEREAL,10,"HIGH_SUGAR,TRANS_FAT,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
5.3,3.5,14.1,2.8,443.9,545.1,0,1,0,3,SNACKS,61,"PRESERVATIVES,MANY_RISKY_INGREDIENTS"
7.8,6.6,13.7,3.4,240.1,525.4,0,1,0,2,FROZEN_FOODS,62,PRESERVATIVES
8.9,4.9,15.9,2.7,439.8,994.1,0,1,0,2,INSTANT_NOODLES_RTE,59,"PRESERVATIVES,HIGH_SODIUM"
4.1,24.3,18.4,3.5,453.8,429.6,0,1,0,1,BISCUITS_COOKIES,22,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,HIGH_CALORIE"
3.5,9.9,19.9,1.7,325.3,1053.4,0,1,1,3,FROZEN_FOODS,22,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
6.2,7.8,16.5,3.5,247.6,543.0,0,0,0,3,FROZEN_FOODS,60,MANY_RISKY_INGREDIENTS
37.6,7.8,11.9,2.0,376.3,290.3,0,0,0,1,HEALTH_SUPPLEMENTS,71,NONE
5.5,5.7,18.2,1.2,433.9,1493.1,1,0,1,3,INSTANT_NOODLES_RTE,13,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
2.9,56.7,39.1,0.6,569.2,51.4,0,1,1,2,CHOCOLATES_CONFECTIONERY,1,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
67.2,3.5,5.3,6.7,321.5,230.7,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
2.0,18.5,15.1,0.6,239.5,619.5,0,1,0,1,SAUCES_SPREADS,33,"PRESERVATIVES,LOW_FIBER"
0.1,15.7,0.1,0.0,63.4,96.5,0,1,0,2,BEVERAGES,29,"PRESERVATIVES,LOW_FIBER"
8.6,34.2,19.0,1.3,476.8,328.5,1,0,0,2,PROTEIN_BAR,3,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
3.9,22.6,20.5,3.8,448.8,376.6,0,0,0,3,BISCUITS_COOKIES,23,"HIGH_SUGAR,HIGH_FAT,MANY_RISKY_INGREDIENTS"
7.0,19.1,11.4,8.0,388.9,433.8,0,0,0,0,BREAKFAST_CEREAL,57,NONE
7.5,4.7,17.8,1.5,439.0,896.4,0,1,0,1,INSTANT_NOODLES_RTE,52,"PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
1.1,11.4,9.8,0.6,253.9,720.3,0,0,0,1,SAUCES_SPREADS,54,LOW_FIBER
4.6,7.9,5.9,1.8,146.4,210.0,0,1,0,1,SAUCES_SPREADS,63,"PRESERVATIVES,LOW_FIBER"
10.7,9.5,4.6,9.8,360.0,185.4,0,1,0,0,BREAKFAST_CEREAL,82,PRESERVATIVES
4.1,13.6,8.5,0.2,126.9,367.6,1,0,0,0,DAIRY_PRODUCTS,53,"ARTIFICIAL_SWEETENER,LOW_FIBER"
28.5,4.7,8.0,6.1,311.3,346.3,0,1,0,0,PROTEIN_BAR,92,PRESERVATIVES
5.4,4.8,3.9,0.7,84.0,192.6,0,0,0,0,DAIRY_PRODUCTS,87,LOW_FIBER
22.9,2.4,11.1,12.9,346.0,125.1,0,0,0,1,PROTEIN_BAR,95,NONE
4.0,8.4,8.7,0.3,117.1,181.9,1,0,0,2,DAIRY_PRODUCTS,60,"ARTIFICIAL_SWEETENER,LOW_FIBER"
21.4,16.9,14.6,7.7,372.6,309.7,0,1,0,1,PROTEIN_BAR,56,PRESERVATIVES
26.7,3.1,9.6,6.6,372.3,169.2,0,0,0,0,PROTEIN_BAR,97,NONE
5.1,4.0,12.5,4.0,411.2,777.0,0,0,0,3,INSTANT_NOODLES_RTE,67,MANY_RISKY_INGREDIENTS
3.0,51.5,30.4,1.3,552.1,118.9,1,0,0,2,CHOCOLATES_CONFECTIONERY,21,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
8.5,3.3,9.1,6.8,392.3,371.9,0,0,0,1,SNACKS,86,NONE
5.4,29.0,23.5,3.4,427.7,459.1,1,1,0,2,PROTEIN_BAR,7,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES"
65.8,2.1,3.3,3.2,310.4,286.8,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
9.7,11.7,4.8,8.2,360.2,246.1,0,0,0,0,BREAKFAST_CEREAL,76,NONE
1.2,2.5,0.4,0.9,23.6,27.6,0,0,0,0,BEVERAGES,63,LOW_FIBER
0.3,6.4,1.0,0.0,44.8,57.2,0,0,0,1,BEVERAGES,55,LOW_FIBER
6.3,11.8,10.7,5.8,415.2,348.4,0,0,0,0,BISCUITS_COOKIES,60,NONE
2.4,50.2,35.5,0.5,560.7,123.7,1,1,0,2,CHOCOLATES_CONFECTIONERY,8,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
63.8,4.2,6.6,4.9,343.0,111.9,0,0,0,0,HEALTH_SUPPLEMENTS,98,NONE
0.9,22.9,20.7,0.2,372.2,985.3,0,1,0,3,SAUCES_SPREADS,9,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.7,9.3,0.5,0.4,28.6,73.9,1,1,0,0,BEVERAGES,30,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
10.7,24.7,17.2,3.9,452.2,508.2,0,1,1,5,PROTEIN_BAR,0,"HIGH_SUGAR,TRANS_FAT,PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
3.5,5.4,7.3,1.5,194.8,488.0,0,0,0,1,SAUCES_SPREADS,63,LOW_FIBER
2.7,54.5,30.6,1.0,542.8,56.7,0,1,1,3,CHOCOLATES_CONFECTIONERY,7,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
21.9,15.9,17.9,7.8,384.3,408.9,0,0,0,1,PROTEIN_BAR,56,NONE
5.0,28.8,14.1,2.8,410.5,659.6,0,1,0,4,BREAKFAST_CEREAL,21,"HIGH_SUGAR,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
7.0,13.1,11.3,4.2,404.5,308.0,0,1,0,2,BREAKFAST_CEREAL,51,PRESERVATIVES
4.4,8.4,33.7,0.1,558.0,711.7,0,1,0,6,SNACKS,21,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
20.4,17.7,13.5,5.8,394.0,480.5,0,1,0,2,PROTEIN_BAR,50,PRESERVATIVES
8.1,11.2,10.5,5.8,412.1,282.9,0,0,0,0,BISCUITS_COOKIES,64,NONE
1.3,11.4,16.9,1.0,214.7,557.4,0,1,0,2,SAUCES_SPREADS,41,"PRESERVATIVES,LOW_FIBER"
8.0,6.8,13.1,3.6,318.2,648.1,0,1,1,1,FROZEN_FOODS,48,"TRANS_FAT,PRESERVATIVES"
3.7,12.0,7.1,0.8,136.7,331.1,1,0,0,2,DAIRY_PRODUCTS,49,"ARTIFICIAL_SWEETENER,LOW_FIBER"
3.4,9.7,26.9,1.9,520.0,858.3,1,1,0,5,SNACKS,15,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
5.6,9.2,17.0,3.7,466.5,636.6,1,1,0,2,SNACKS,39,"ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
42.9,9.5,11.6,1.4,381.6,257.7,1,1,0,1,HEALTH_SUPPLEMENTS,53,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
1.4,25.3,28.6,0.5,346.9,1196.0,0,1,0,4,SAUCES_SPREADS,2,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
7.5,17.0,20.4,4.4,456.5,57.2,0,0,0,1,CHOCOLATES_CONFECTIONERY,66,"HIGH_FAT,HIGH_CALORIE"
22.1,24.8,13.5,1.9,404.0,496.0,1,1,1,3,HEALTH_SUPPLEMENTS,6,"HIGH_SUGAR,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
0.5,11.2,0.0,0.0,49.5,292.4,0,1,0,2,ENERGY_DRINKS,29,"PRESERVATIVES,LOW_FIBER"
2.9,14.1,30.7,1.3,544.8,722.9,1,1,1,5,SNACKS,0,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
5.6,31.9,22.6,4.1,477.0,390.5,1,1,0,2,PROTEIN_BAR,2,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
2.4,13.4,17.7,0.1,239.7,671.2,0,1,0,2,SAUCES_SPREADS,38,"PRESERVATIVES,LOW_FIBER"
7.8,7.9,18.9,2.7,450.8,558.2,0,1,0,2,SNACKS,46,"HIGH_FAT,PRESERVATIVES,HIGH_CALORIE"
6.2,13.7,24.1,0.7,382.7,916.6,0,1,1,3,FROZEN_FOODS,10,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
5.4,18.0,16.4,2.6,452.0,347.5,1,1,0,3,BISCUITS_COOKIES,20,"ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.7,6.8,0.7,0.0,31.5,97.9,1,0,0,2,BEVERAGES,45,"ARTIFICIAL_SWEETENER,LOW_FIBER"
3.8,9.1,26.9,1.1,505.1,1137.9,1,1,0,5,SNACKS,5,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.0,13.1,0.4,0.0,55.4,231.5,1,1,0,3,BEVERAGES,14,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
9.0,21.8,10.6,8.2,375.4,445.1,1,1,0,0,BREAKFAST_CEREAL,48,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,PRESERVATIVES"
7.5,6.5,19.2,2.2,477.9,546.5,0,1,0,2,SNACKS,46,"HIGH_FAT,PRESERVATIVES,HIGH_CALORIE"
2.5,4.5,5.8,1.8,55.4,273.1,0,0,0,0,SAUCES_SPREADS,77,LOW_FIBER
5.9,9.5,8.0,0.9,144.6,389.7,1,1,0,2,DAIRY_PRODUCTS,54,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
0.0,2.1,0.5,0.2,17.7,75.9,0,0,0,0,BEVERAGES,68,LOW_FIBER
12.2,2.9,9.4,6.1,187.0,291.8,0,0,0,0,FROZEN_FOODS,94,NONE
4.4,11.1,6.8,0.0,123.7,180.9,0,1,0,0,DAIRY_PRODUCTS,61,"PRESERVATIVES,LOW_FIBER"
3.5,39.7,22.5,1.2,504.5,553.0,0,1,1,4,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
10.7,9.6,3.5,11.0,351.7,247.0,0,0,0,0,BREAKFAST_CEREAL,86,NONE
0.4,25.7,18.3,0.4,389.8,966.5,1,0,0,2,SAUCES_SPREADS,13,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM"
52.0,8.9,6.7,2.4,394.7,376.9,0,1,0,1,HEALTH_SUPPLEMENTS,70,PRESERVATIVES
21.8,7.8,7.0,14.1,332.8,215.8,0,0,0,1,PROTEIN_BAR,87,NONE
7.4,9.3,15.9,1.6,469.8,675.1,0,1,0,3,SNACKS,36,"PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
18.5,17.6,16.1,5.0,402.4,484.9,0,0,0,3,PROTEIN_BAR,43,MANY_RISKY_INGREDIENTS
5.3,4.1,17.1,2.2,424.8,950.9,0,1,0,2,INSTANT_NOODLES_RTE,55,"PRESERVATIVES,HIGH_SODIUM"
1.9,23.3,21.7,0.0,340.0,1411.7,0,0,0,3,SAUCES_SPREADS,9,"HIGH_SUGAR,HIGH_FAT,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
3.2,13.5,24.1,0.0,562.8,737.4,1,1,1,6,SNACKS,0,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
8.9,9.1,10.7,4.7,422.8,375.0,0,0,0,1,BISCUITS_COOKIES,68,NONE
9.1,7.0,13.2,1.2,299.2,550.6,0,1,0,3,FROZEN_FOODS,55,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
57.8,7.5,10.1,2.2,350.1,313.9,1,0,0,2,HEALTH_SUPPLEMENTS,61,ARTIFICIAL_SWEETENER
5.4,6.5,17.6,1.9,282.3,786.1,0,1,0,2,FROZEN_FOODS,43,"PRESERVATIVES,LOW_FIBER"
0.5,9.0,0.0,0.0,36.5,112.6,1,1,0,1,ENERGY_DRINKS,28,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
5.3,17.5,9.0,5.3,388.8,337.8,0,0,0,1,BREAKFAST_CEREAL,55,NONE
22.7,6.7,10.9,10.5,344.4,289.6,0,0,0,1,PROTEIN_BAR,83,NONE
